cliente_id,zona_id,region,tipo_zona,poblacion_zona,edad,sexo,estado_civil,num_lineas,tipo_plan,tipo_dispositivo,ingreso_estimado,antiguedad_meses,descuento_activo
C004420,Z16,Este,urbana_premium,72683,27.0,F,Soltero/a,3,Prepago,Gama media,2883.0,32.0,0
C004421,Z09,Norte,urbana_premium,102625,33.0,F,Soltero/a,2,Premium,Gama alta,4525.0,20.0,0
C004422,Z05,Este,urbana_premium,94471,32.0,F,Soltero/a,2,Premium,Gama alta,4140.0,63.0,0
C004423,Z19,Este,rural,12655,60.0,M,Casado/a,3,Prepago,Gama alta,2832.0,11.0,0
C004424,Z09,Norte,urbana_premium,102625,48.0,M,Soltero/a,2,Prepago,Gama media,1831.0,25.0,0
C004425,Z18,Sur,urbana_premium,56342,36.0,M,Soltero/a,3,Prepago,Gama baja,6408.0,11.0,0
C004426,Z13,Este,suburbana,37333,48.0,F,Casado/a,4,Prepago,Gama media,3237.0,34.0,0
C004427,Z06,Sur,rural,19752,55.0,M,Casado/a,4,Premium,Gama alta,2817.0,-33.0,0
C004428,Z05,Este,urbana_premium,94471,37.0,F,Soltero/a,2,Contrato,Gama alta,4357.0,53.0,0
C004429,Z09,Norte,urbana_premium,102625,41.0,F,Casado/a,5,Contrato,Gama media,3073.0,46.0,0
C004430,Z02,Oeste,suburbana,46400,47.0,F,Casado/a,4,Premium,Gama alta,3574.0,31.0,1
C004431,Z10,Este,suburbana,27514,46.0,M,Divorciado/a,1,Prepago,Gama media,3062.0,22.0,0
C004432,Z28,Sur,urbana_premium,64486,27.0,F,Soltero/a,2,Contrato,Gama media,3913.0,25.0,0
C004433,Z26,Oeste,urbana_premium,107159,28.0,M,Soltero/a,2,Premium,Gama alta,4549.0,33.0,0
C004434,Z13,Este,suburbana,37333,37.0,F,Casado/a,1,Prepago,Gama media,2876.0,110.0,0
C004435,Z18,Sur,urbana_premium,56342,28.0,F,Soltero/a,2,Premium,Gama media,2377.0,46.0,0
C004436,Z18,Sur,urbana_premium,56342,18.0,M,Soltero/a,3,Premium,Gama media,3592.0,23.0,1
C004437,Z26,Oeste,urbana_premium,107159,44.0,F,Divorciado/a,2,Premium,Gama alta,6760.0,8.0,0
C004438,Z09,Norte,urbana_premium,102625,40.0,F,Soltero/a,2,Premium,Gama alta,3154.0,17.0,0
C004439,Z09,Norte,urbana_premium,102625,20.0,F,Soltero/a,2,Premium,Gama alta,3956.0,14.0,0
C004440,Z09,Norte,urbana_premium,102625,33.0,M,Soltero/a,2,Premium,Gama alta,5126.0,64.0,0
C004441,Z02,Oeste,suburbana,46400,38.0,M,Casado/a,2,Prepago,Gama alta,6259.0,17.0,1
C004442,Z10,Este,suburbana,27514,42.0,M,Casado/a,3,Contrato,Gama media,2726.0,58.0,0
C004443,Z28,Sur,urbana_premium,64486,23.0,F,Soltero/a,3,Prepago,Gama media,2491.0,20.0,0
C004444,Z28,Sur,urbana_premium,64486,20.0,M,Soltero/a,2,Premium,Gama alta,4843.0,26.0,1
C004445,Z05,Este,urbana_premium,94471,42.0,F,Soltero/a,3,Premium,Gama media,2880.0,48.0,1
C004446,Z15,Oeste,suburbana,62939,22.0,F,Soltero/a,1,Prepago,Gama media,3306.0,4.0,0
C004447,Z13,Este,suburbana,37333,37.0,M,Soltero/a,1,Premium,Gama media,3685.0,86.0,0
C004448,Z16,Este,urbana_premium,72683,32.0,F,Casado/a,2,Premium,Gama media,3236.0,16.0,0
C004449,Z17,Sur,suburbana,56619,39.0,M,Soltero/a,2,Contrato,Gama media,,26.0,0
C004450,Z02,Oeste,suburbana,46400,43.0,M,Soltero/a,2,Premium,Gama alta,3971.0,33.0,0
C004451,Z27,Norte,suburbana,42704,59.0,M,Divorciado/a,1,Premium,Gama alta,4370.0,51.0,0
C004452,Z30,Centro,suburbana,33966,21.0,F,Soltero/a,2,Prepago,Gama media,3027.0,19.0,0
C004453,Z20,Oeste,suburbana,46953,51.0,F,Soltero/a,1,Prepago,Gama media,3162.0,59.0,0
C004454,Z21,Centro,rural,19103,18.0,M,Soltero/a,2,Prepago,Gama baja,1567.0,52.0,0
C004455,Z17,Sur,suburbana,56619,57.0,M,Casado/a,3,Prepago,Gama media,3107.0,39.0,0
C004456,Z11,Oeste,suburbana,41163,18.0,M,Soltero/a,2,Premium,Gama media,2599.0,12.0,1
C004457,Z05,Este,urbana_premium,94471,65.0,F,Casado/a,3,Premium,Gama media,3934.0,6.0,1
C004458,Z18,Sur,urbana_premium,56342,31.0,M,Soltero/a,3,Prepago,Gama alta,6288.0,32.0,1
C004459,Z02,Oeste,suburbana,46400,55.0,F,Soltero/a,2,Premium,Gama media,2010.0,47.0,0
C004460,Z26,Oeste,urbana_premium,107159,49.0,F,Soltero/a,3,Prepago,Gama alta,5775.0,26.0,0
C004461,Z15,Oeste,suburbana,62939,35.0,M,Soltero/a,1,Prepago,Gama media,3191.0,26.0,1
C004462,Z15,Oeste,suburbana,62939,36.0,F,Soltero/a,1,Premium,Gama alta,2953.0,75.0,0
C004463,Z10,Este,suburbana,27514,30.0,F,Casado/a,2,Contrato,Gama media,2199.0,10.0,0
C004464,Z29,Oeste,urbana_premium,67334,45.0,F,n/a,2,Premium,Gama media,4221.0,30.0,1
C004465,Z05,Este,urbana_premium,94471,31.0,F,Soltero/a,2,Contrato,Gama alta,8185.0,44.0,0
C004466,Z05,Este,urbana_premium,94471,26.0,?,Soltero/a,3,Prepago,Gama baja,1569.0,74.0,0
C004467,Z05,Este,urbana_premium,94471,42.0,F,Soltero/a,3,Prepago,Gama baja,1931.0,15.0,0
C004468,Z21,Centro,rural,19103,34.0,M,Casado/a,2,Premium,Gama media,2182.0,42.0,1
C004469,Z30,Centro,suburbana,33966,36.0,F,Casado/a,3,Premium,Gama media,3342.0,25.0,0
C004470,Z09,Norte,urbana_premium,102625,,M,Soltero/a,3,Premium,Gama media,5318.0,41.0,0
C004471,Z28,Sur,urbana_premium,64486,28.0,M,Soltero/a,2,Premium,Gama media,4484.0,50.0,0
C004472,Z09,Norte,urbana_premium,102625,30.0,M,desconocido,3,Contrato,Gama media,2159.0,34.0,0
C004473,Z20,Oeste,suburbana,46953,58.0,M,Divorciado/a,2,Prepago,Gama baja,3698.0,15.0,1
C004474,Z02,Oeste,suburbana,46400,38.0,M,Casado/a,1,Premium,Gama media,2806.0,39.0,1
C004475,Z16,Este,urbana_premium,72683,32.0,M,Soltero/a,3,Contrato,Gama media,5218.0,28.0,0
C004476,Z20,Oeste,suburbana,46953,38.0,F,Casado/a,1,Premium,Gama baja,2319.0,17.0,0
C004477,Z17,Sur,suburbana,56619,45.0,F,Casado/a,3,Prepago,Gama media,1744.0,120.0,0
C004478,Z09,Norte,urbana_premium,102625,24.0,M,Soltero/a,2,Premium,Gama alta,3269.0,26.0,0
C004479,Z26,Oeste,urbana_premium,107159,41.0,F,Casado/a,2,Contrato,Gama media,4545.0,44.0,0
C004480,Z29,Oeste,urbana_premium,67334,39.0,F,Soltero/a,2,Contrato,Gama media,4377.0,4.0,0
C004481,Z15,Oeste,suburbana,62939,19.0,M,Soltero/a,1,Contrato,Gama media,2999.0,20.0,0
C004482,Z20,Oeste,suburbana,46953,62.0,F,Casado/a,2,Prepago,Gama baja,2407.0,11.0,0
C004483,Z26,Oeste,urbana_premium,107159,54.0,M,Soltero/a,3,Prepago,Gama media,3655.0,17.0,0
C004484,Z09,Norte,urbana_premium,102625,26.0,F,Soltero/a,2,Premium,Gama alta,6429.0,21.0,1
C004485,Z27,Norte,suburbana,42704,27.0,F,Soltero/a,2,Premium,Gama alta,7283.0,47.0,0
C004486,Z09,Norte,urbana_premium,102625,39.0,M,Soltero/a,2,Prepago,Gama media,4442.0,-13.0,0
C004487,Z26,Oeste,urbana_premium,107159,19.0,F,Soltero/a,3,Premium,Gama alta,5480.0,42.0,0
C004488,Z05,Este,urbana_premium,94471,52.0,M,Casado/a,5,Contrato,Gama alta,2967.0,15.0,1
C004489,Z09,Norte,urbana_premium,102625,30.0,F,Soltero/a,2,Contrato,Gama alta,6147.0,16.0,1
C004490,Z99,Sur,suburbana,56619,59.0,M,Casado/a,2,Contrato,Gama media,2638.0,36.0,0
C004491,Z17,Sur,suburbana,56619,30.0,F,Soltero/a,2,Premium,Gama baja,1913.0,13.0,1
C004492,Z27,Norte,suburbana,42704,39.0,F,Soltero/a,2,Premium,Gama alta,4462.0,30.0,1
C004493,Z30,Centro,suburbana,33966,55.0,M,Soltero/a,2,Contrato,Gama alta,3076.0,14.0,0
C004494,Z99,Centro,suburbana,55457,36.0,F,Soltero/a,1,Premium,Gama alta,4855.0,32.0,1
C004495,Z09,Norte,urbana_premium,102625,39.0,M,Soltero/a,3,Prepago,Gama media,5111.0,51.0,0
C004496,Z11,Oeste,suburbana,41163,53.0,F,Casado/a,1,Prepago,Gama media,1895.0,47.0,0
C004497,Z16,Este,urbana_premium,72683,29.0,X,Soltero/a,3,Premium,Gama media,4083.0,15.0,0
C004498,Z16,Este,urbana_premium,72683,21.0,M,Soltero/a,3,Premium,Gama media,2796.0,8.0,0
C004499,Z27,Norte,suburbana,42704,22.0,X,Soltero/a,1,Contrato,Gama media,4639.0,51.0,0
C004500,Z26,Oeste,urbana_premium,107159,43.0,M,Soltero/a,3,Prepago,Gama media,3945.0,51.0,1
C004501,Z02,Oeste,suburbana,46400,,F,Divorciado/a,1,Contrato,Gama alta,2368.0,32.0,0
C004502,Z99,Oeste,suburbana,62939,53.0,F,Divorciado/a,1,Premium,Gama media,1465.0,32.0,0
C004503,Z20,Oeste,suburbana,46953,37.0,M,Divorciado/a,1,Premium,Gama media,4484.0,13.0,1
C004504,Z16,Este,urbana_premium,72683,19.0,M,Soltero/a,2,Premium,Gama media,3395.0,25.0,1
C004505,Z05,Este,urbana_premium,94471,18.0,F,Soltero/a,3,Premium,Gama alta,3492.0,50.0,0
C004506,Z13,Este,suburbana,37333,74.0,M,Casado/a,4,Premium,Gama alta,3531.0,,0
C004507,Z15,Oeste,suburbana,62939,46.0,X,Divorciado/a,2,Premium,Gama baja,2187.0,25.0,1
C004508,Z06,Sur,rural,19752,47.0,F,Divorciado/a,2,Prepago,Gama media,1365.0,21.0,0
C004509,Z26,Oeste,urbana_premium,107159,39.0,M,Soltero/a,3,Premium,Gama media,4095.0,55.0,1
C004510,Z10,Este,suburbana,27514,23.0,F,Soltero/a,2,Premium,Gama media,2152.0,29.0,0
C004511,Z18,Sur,urbana_premium,56342,26.0,M,Casado/a,4,Contrato,Gama media,3726.0,44.0,0
C004512,Z16,Este,urbana_premium,72683,57.0,F,Casado/a,5,Contrato,Gama media,2827.0,48.0,0
C004513,Z28,Sur,urbana_premium,64486,44.0,M,Casado/a,2,Premium,Gama media,2379.0,30.0,1
C004514,Z05,Este,urbana_premium,94471,27.0,M,Soltero/a,2,Prepago,Gama media,2155.0,66.0,0
C004515,Z05,Este,urbana_premium,94471,21.0,M,Soltero/a,3,Contrato,Gama media,3965.0,22.0,0
C004516,Z09,Norte,urbana_premium,102625,30.0,F,Soltero/a,2,Premium,Gama alta,5618.0,50.0,0
C004517,Z15,Oeste,suburbana,62939,36.0,F,Soltero/a,1,Premium,Gama media,4198.0,31.0,0
C004518,Z09,Norte,urbana_premium,102625,61.0,M,Soltero/a,2,Premium,Gama alta,3861.0,27.0,1
C004519,Z26,Oeste,urbana_premium,107159,34.0,F,Soltero/a,3,Premium,Gama media,6302.0,54.0,0
C004520,Z09,Norte,urbana_premium,102625,22.0,M,Soltero/a,3,Contrato,Gama media,3173.0,69.0,0
C004521,Z04,Centro,suburbana,55457,39.0,M,Soltero/a,1,Premium,Gama media,3970.0,25.0,0
C004522,Z15,Oeste,suburbana,62939,43.0,M,Soltero/a,2,Premium,Gama media,2509.0,83.0,0
C004523,Z26,Oeste,urbana_premium,107159,21.0,F,Soltero/a,3,Prepago,Gama media,2969.0,,0
C004524,Z27,Norte,suburbana,42704,45.0,M,Soltero/a,1,Premium,Gama media,3958.0,50.0,0
C004525,Z24,Centro,rural,12558,60.0,M,Casado/a,2,Prepago,Gama media,2701.0,27.0,0
C004526,Z17,Sur,suburbana,56619,42.0,F,Soltero/a,1,Premium,Gama media,3716.0,17.0,1
C004527,Z99,Norte,rural,20553,35.0,F,Soltero/a,2,Contrato,Gama media,1379.0,29.0,1
C004528,Z22,Este,suburbana,53534,34.0,M,Casado/a,4,Premium,Gama media,4273.0,34.0,1
C004529,Z09,Norte,urbana_premium,102625,18.0,F,Soltero/a,3,Premium,Gama alta,4851.0,60.0,0
C004530,Z17,Sur,suburbana,56619,38.0,M,Soltero/a,1,Premium,Gama alta,2589.0,30.0,1
C004531,Z26,Oeste,urbana_premium,107159,40.0,F,Soltero/a,2,Premium,Gama media,4694.0,43.0,0
C004532,Z10,Este,suburbana,27514,29.0,M,Soltero/a,2,Premium,Gama alta,4375.0,23.0,1
C004533,Z20,Oeste,suburbana,46953,63.0,F,Casado/a,2,Prepago,Gama baja,2304.0,15.0,1
C004534,Z16,Este,urbana_premium,72683,46.0,F,Soltero/a,3,Premium,Gama alta,2965.0,36.0,0
C004535,Z16,Este,urbana_premium,72683,18.0,M,Soltero/a,3,Prepago,Gama media,3460.0,21.0,0
C004536,Z04,Centro,suburbana,55457,19.0,M,Soltero/a,2,Prepago,Gama baja,1370.0,21.0,1
C004537,Z21,Centro,rural,19103,33.0,M,Casado/a,3,Contrato,Gama media,2606.0,24.0,0
C004538,Z27,Norte,suburbana,42704,59.0,F,Casado/a,2,Premium,Gama alta,4100.0,19.0,1
C004539,Z05,Este,urbana_premium,94471,47.0,F,Divorciado/a,2,Premium,Gama media,4673.0,59.0,1
C004540,Z12,Norte,rural,11707,64.0,F,Divorciado/a,1,Premium,Gama alta,2746.0,72.0,0
C004541,Z02,Oeste,suburbana,46400,40.0,F,Soltero/a,1,Prepago,Gama alta,4265.0,33.0,0
C004542,Z02,Oeste,suburbana,46400,37.0,F,Soltero/a,1,Premium,Gama alta,2878.0,,1
C004543,Z30,Centro,suburbana,33966,25.0,F,Soltero/a,2,Prepago,Gama baja,1720.0,56.0,0
C004544,Z16,Este,urbana_premium,72683,40.0,F,Soltero/a,3,Premium,Gama alta,4005.0,12.0,0
C004545,Z11,Oeste,suburbana,41163,38.0,M,Soltero/a,1,Premium,Gama media,4701.0,18.0,1
C004546,Z09,Norte,urbana_premium,102625,33.0,F,Soltero/a,2,Prepago,Gama media,4343.0,40.0,0
C004547,Z30,Centro,suburbana,33966,59.0,M,Casado/a,4,Prepago,Gama media,2617.0,31.0,0
C004548,Z09,Norte,urbana_premium,102625,34.0,M,Soltero/a,2,Premium,Gama alta,5036.0,62.0,1
C004549,Z23,Norte,rural,20553,61.0,M,Soltero/a,1,Prepago,Gama media,2658.0,12.0,0
C004550,Z09,Norte,urbana_premium,102625,,M,Casado/a,5,Premium,Gama alta,3549.0,76.0,0
C004551,Z04,Centro,suburbana,55457,72.0,F,Soltero/a,2,Premium,Gama media,3108.0,21.0,0
C004552,Z22,Este,suburbana,53534,36.0,M,Soltero/a,1,Prepago,Gama media,2668.0,19.0,0
C004553,Z01,Centro,rural,16625,53.0,M,Soltero/a,1,Premium,Gama alta,2879.0,29.0,0
C004554,Z22,Este,suburbana,53534,50.0,F,Soltero/a,2,Premium,Gama media,2176.0,40.0,0
C004555,Z09,Norte,urbana_premium,102625,30.0,F,Soltero/a,2,Premium,Gama alta,4296.0,63.0,0
C004556,Z25,Oeste,rural,11763,55.0,M,Casado/a,3,Prepago,Gama media,3147.0,41.0,0
C004557,Z26,Oeste,urbana_premium,107159,46.0,M,Casado/a,2,Premium,Gama media,4160.0,19.0,0
C004558,Z23,Norte,rural,20553,,M,Casado/a,1,Prepago,Gama media,2533.0,46.0,0
C004559,Z02,Oeste,suburbana,46400,32.0,F,Casado/a,3,Premium,Gama media,3055.0,28.0,0
C004560,Z22,Este,suburbana,53534,41.0,M,Soltero/a,1,Premium,Gama alta,3594.0,4.0,0
C004561,Z30,Centro,suburbana,33966,39.0,F,Casado/a,1,Prepago,Gama media,2629.0,30.0,0
C004562,Z09,Norte,urbana_premium,102625,53.0,M,Casado/a,5,Premium,Gama alta,3657.0,42.0,1
C004563,Z09,Norte,urbana_premium,102625,44.0,F,Soltero/a,3,Premium,Gama media,2792.0,36.0,1
C004564,Z26,Oeste,urbana_premium,107159,35.0,X,Casado/a,2,Premium,Gama alta,3483.0,48.0,1
C004565,Z05,Este,urbana_premium,94471,43.0,M,Casado/a,3,Premium,Gama media,1898.0,33.0,1
C004566,Z21,Centro,rural,19103,20.0,M,Soltero/a,1,Contrato,Gama media,2345.0,12.0,0
C004567,Z26,Oeste,urbana_premium,107159,29.0,M,Casado/a,2,Premium,Gama alta,4749.0,62.0,0
C004568,Z02,Oeste,suburbana,46400,43.0,F,Casado/a,2,Premium,Gama alta,2912.0,32.0,0
C004569,Z17,Sur,suburbana,56619,53.0,F,Casado/a,4,Premium,Gama alta,4115.0,33.0,0
C004570,Z18,Sur,urbana_premium,56342,38.0,M,Soltero/a,3,Premium,Gama alta,6108.0,35.0,1
C004571,Z09,Norte,urbana_premium,102625,53.0,F,Casado/a,2,Prepago,Gama media,3806.0,24.0,0
C004572,Z28,Sur,urbana_premium,64486,46.0,M,Divorciado/a,2,Premium,Gama media,2701.0,48.0,1
C004573,Z05,Este,urbana_premium,94471,30.0,F,Soltero/a,2,Prepago,Gama media,5608.0,63.0,0
C004574,Z12,Norte,rural,11707,43.0,M,Soltero/a,2,Prepago,Gama media,3169.0,8.0,1
C004575,Z27,Norte,suburbana,42704,45.0,M,Divorciado/a,2,Prepago,Gama alta,3488.0,6.0,0
C004576,Z06,Sur,rural,19752,40.0,M,Soltero/a,1,Premium,Gama baja,1932.0,-25.0,0
C004577,Z26,Oeste,urbana_premium,107159,54.0,M,Casado/a,5,Premium,Gama media,4369.0,19.0,0
C004578,Z04,Centro,suburbana,55457,27.0,F,Casado/a,2,Premium,Gama media,2673.0,36.0,1
C004579,Z16,Este,urbana_premium,72683,40.0,M,Casado/a,2,Prepago,Gama media,2961.0,74.0,0
C004580,Z04,Centro,suburbana,55457,49.0,M,Casado/a,2,Contrato,Gama alta,3380.0,76.0,1
C004581,Z22,Este,suburbana,53534,36.0,F,Casado/a,1,Contrato,Gama media,2120.0,18.0,0
C004582,Z26,Oeste,urbana_premium,107159,30.0,M,Casado/a,2,Premium,Gama baja,,24.0,1
C004583,Z27,Norte,suburbana,42704,39.0,M,Soltero/a,2,Contrato,Gama media,3290.0,19.0,0
C004584,Z30,Centro,suburbana,33966,50.0,F,Casado/a,3,Prepago,Gama media,2867.0,39.0,0
C004585,Z22,Este,suburbana,53534,34.0,M,Divorciado/a,1,Premium,Gama media,2938.0,24.0,0
C004586,Z26,Oeste,urbana_premium,107159,23.0,F,Soltero/a,2,Contrato,Gama media,2629.0,7.0,1
C004587,Z16,Este,urbana_premium,72683,,F,Casado/a,4,Contrato,Gama media,,18.0,0
C004588,Z28,Sur,urbana_premium,64486,41.0,M,Soltero/a,3,Premium,Gama media,7020.0,31.0,0
C004589,Z20,Oeste,suburbana,46953,52.0,M,Casado/a,2,Contrato,Gama media,2828.0,26.0,0
C004590,Z28,Sur,urbana_premium,64486,45.0,M,Soltero/a,3,Premium,Gama media,2325.0,15.0,0
C004591,Z09,Norte,urbana_premium,102625,62.0,F,Casado/a,4,Premium,Gama alta,5279.0,11.0,0
C004592,Z16,Este,urbana_premium,72683,49.0,F,Casado/a,2,Premium,Gama media,2674.0,43.0,0
C004593,Z24,Centro,rural,12558,36.0,F,Soltero/a,2,Contrato,Gama media,2841.0,29.0,0
C004594,Z07,Centro,rural,15473,51.0,M,Soltero/a,2,Premium,Gama alta,3889.0,21.0,0
C004595,Z08,Sur,rural,17023,38.0,F,Soltero/a,1,Contrato,Gama media,2152.0,32.0,0
C004596,Z30,Centro,suburbana,33966,35.0,M,Soltero/a,1,Premium,Gama alta,4470.0,35.0,1
C004597,Z15,Oeste,suburbana,62939,23.0,X,Soltero/a,1,Premium,Gama media,3854.0,32.0,0
C004598,Z05,Este,urbana_premium,94471,33.0,M,Soltero/a,3,Premium,Gama baja,6639.0,35.0,0
C004599,Z11,Oeste,suburbana,41163,,F,Casado/a,3,Premium,Gama alta,3654.0,13.0,0
C004600,Z13,Este,suburbana,37333,39.0,F,Casado/a,4,Contrato,Gama media,2477.0,63.0,0
C004601,Z20,Oeste,suburbana,46953,27.0,M,Soltero/a,1,Premium,Gama media,1438.0,39.0,0
C004602,Z29,Oeste,urbana_premium,67334,18.0,M,Soltero/a,2,Premium,Gama media,2901.0,19.0,0
C004603,Z30,Centro,suburbana,33966,65.0,F,Soltero/a,2,Premium,Gama media,2500.0,51.0,0
C004604,Z20,Oeste,suburbana,46953,44.0,F,Soltero/a,1,Premium,Gama media,4219.0,52.0,0
C004605,Z22,Este,suburbana,53534,30.0,F,Casado/a,2,Premium,Gama media,4559.0,55.0,0
C004606,Z10,Este,suburbana,27514,,M,desconocido,3,Premium,Gama media,2031.0,39.0,0
C004607,Z27,Norte,suburbana,42704,66.0,F,Divorciado/a,1,Premium,Gama alta,,26.0,0
C004608,Z08,Sur,rural,17023,52.0,M,Casado/a,1,Premium,Gama baja,1771.0,21.0,1
C004609,Z04,Centro,suburbana,55457,18.0,F,Soltero/a,2,Premium,Gama baja,2227.0,39.0,0
C004610,Z30,Centro,suburbana,33966,72.0,M,Soltero/a,1,Contrato,Gama baja,1837.0,55.0,1
C004611,Z27,Norte,suburbana,42704,18.0,F,Casado/a,3,Premium,Gama media,3355.0,67.0,0
C004612,Z09,Norte,urbana_premium,102625,34.0,F,Casado/a,4,Contrato,Gama media,3118.0,8.0,0
C004613,Z22,Este,suburbana,53534,26.0,M,Soltero/a,2,Premium,Gama alta,4720.0,,0
C004614,Z16,Este,urbana_premium,72683,27.0,F,Casado/a,5,Premium,Gama media,2785.0,15.0,0
C004615,Z10,Este,suburbana,27514,43.0,M,Soltero/a,2,Prepago,Gama alta,3852.0,33.0,0
C004616,Z09,Norte,urbana_premium,102625,18.0,M,Soltero/a,3,Premium,Gama media,2504.0,72.0,0
C004617,Z05,Este,urbana_premium,94471,35.0,M,Soltero/a,3,Premium,Gama media,5493.0,32.0,0
C004618,Z17,Sur,suburbana,56619,54.0,M,Casado/a,2,Prepago,Gama media,3106.0,43.0,0
C004619,Z15,Oeste,suburbana,62939,30.0,M,n/a,1,Premium,Gama media,3303.0,10.0,1
C004620,Z16,Este,urbana_premium,72683,19.0,F,Soltero/a,2,Premium,Gama alta,,37.0,1
C004621,Z08,Sur,rural,17023,43.0,F,Casado/a,1,Contrato,Gama media,2008.0,26.0,1
C004622,Z29,Oeste,urbana_premium,67334,32.0,M,Soltero/a,3,Premium,Gama alta,4554.0,-54.0,0
C004623,Z20,Oeste,suburbana,46953,33.0,F,Soltero/a,2,Contrato,Gama alta,5614.0,8.0,0
C004624,Z28,Sur,urbana_premium,64486,22.0,F,Soltero/a,3,Premium,Gama baja,2651.0,31.0,0
C004625,Z05,Este,urbana_premium,94471,42.0,M,Casado/a,5,Contrato,Gama baja,3397.0,74.0,1
C004626,Z20,Oeste,suburbana,46953,47.0,M,Divorciado/a,2,Premium,Gama media,2406.0,22.0,0
C004627,Z27,Norte,suburbana,42704,27.0,F,Soltero/a,1,Contrato,Gama media,1756.0,11.0,1
C004628,Z11,Oeste,suburbana,41163,29.0,M,Soltero/a,2,Prepago,Gama media,1748.0,48.0,0
C004629,Z06,Sur,rural,19752,47.0,M,Soltero/a,1,Premium,Gama media,1797.0,63.0,0
C004630,Z09,Norte,urbana_premium,102625,24.0,F,Soltero/a,2,Premium,Gama media,3332.0,,0
C004631,Z09,Norte,urbana_premium,102625,38.0,F,Soltero/a,3,Premium,Gama media,6283.0,103.0,1
C004632,Z15,Oeste,suburbana,62939,58.0,F,Casado/a,4,Premium,Gama alta,4214.0,30.0,0
C004633,Z10,Este,suburbana,27514,39.0,F,Soltero/a,1,Contrato,Gama media,2237.0,39.0,0
C004634,Z09,Norte,urbana_premium,102625,21.0,M,Soltero/a,3,Prepago,Gama baja,5017.0,37.0,0
C004635,Z20,Oeste,suburbana,46953,45.0,F,Casado/a,1,Contrato,Gama media,2253.0,,0
C004636,Z03,Sur,rural,16530,43.0,F,Soltero/a,1,Contrato,Gama media,2251.0,16.0,0
C004637,Z11,Oeste,suburbana,41163,38.0,M,Soltero/a,1,Contrato,Gama media,,24.0,0
C004638,Z22,Este,suburbana,53534,46.0,M,Divorciado/a,1,Prepago,Gama alta,6239.0,17.0,0
C004639,Z05,Este,urbana_premium,94471,44.0,M,Casado/a,5,Premium,Gama alta,4205.0,37.0,0
C004640,Z08,Sur,rural,17023,45.0,F,Soltero/a,1,Prepago,Gama baja,1384.0,44.0,0
C004641,Z07,Centro,rural,15473,44.0,F,Casado/a,2,Premium,Gama media,3012.0,15.0,0
C004642,Z01,Centro,rural,16625,70.0,F,Casado/a,2,Prepago,Gama alta,3457.0,10.0,0
C004643,Z16,Este,urbana_premium,72683,50.0,M,Casado/a,4,Prepago,Gama alta,5224.0,20.0,0
C004644,Z02,Oeste,suburbana,46400,50.0,F,Soltero/a,2,Prepago,Gama media,2105.0,23.0,0
C004645,Z09,Norte,urbana_premium,102625,38.0,M,Soltero/a,2,Premium,Gama media,,19.0,0
C004646,Z30,Centro,suburbana,33966,28.0,F,Soltero/a,2,Prepago,Gama baja,2962.0,39.0,0
C004647,Z28,Sur,urbana_premium,64486,50.0,F,Casado/a,2,Premium,Gama alta,7111.0,23.0,0
C004648,Z08,Sur,rural,17023,47.0,F,Casado/a,4,Contrato,Gama media,2881.0,6.0,0
C004649,Z10,Este,suburbana,27514,33.0,M,Soltero/a,2,Premium,Gama alta,5436.0,30.0,1
C004650,Z16,Este,urbana_premium,72683,33.0,M,Soltero/a,3,Premium,Gama alta,2986.0,51.0,0
C004651,Z27,Norte,suburbana,42704,28.0,M,Casado/a,2,Premium,Gama media,2763.0,39.0,1
C004652,Z26,Oeste,urbana_premium,107159,49.0,F,Casado/a,3,Premium,Gama alta,3171.0,16.0,1
C004653,Z05,Este,urbana_premium,94471,44.0,M,Casado/a,3,Premium,Gama media,5391.0,4.0,0
C004654,Z05,Este,urbana_premium,94471,38.0,F,Soltero/a,2,Premium,Gama alta,5704.0,88.0,0
C004655,Z15,Oeste,suburbana,62939,39.0,M,Soltero/a,2,Contrato,Gama alta,3418.0,33.0,1
C004656,Z28,Sur,urbana_premium,64486,28.0,F,Soltero/a,3,Prepago,Gama media,3957.0,-69.0,0
C004657,Z28,Sur,urbana_premium,64486,18.0,M,Soltero/a,3,Premium,Gama baja,4430.0,12.0,0
C004658,Z04,Centro,suburbana,55457,23.0,M,Soltero/a,2,Prepago,Gama baja,1837.0,,0
C004659,Z18,Sur,urbana_premium,56342,27.0,F,Soltero/a,3,Contrato,Gama media,3315.0,62.0,0
C004660,Z05,Este,urbana_premium,94471,25.0,M,Soltero/a,3,Premium,Gama alta,3409.0,50.0,0
C004661,Z22,Este,suburbana,53534,43.0,M,Casado/a,1,Premium,Gama media,2967.0,28.0,0
C004662,Z28,Sur,urbana_premium,64486,46.0,F,Soltero/a,3,Prepago,Gama media,3047.0,13.0,0
C004663,Z15,Oeste,suburbana,62939,38.0,M,Casado/a,3,Prepago,Gama alta,2214.0,36.0,0
C004664,Z04,Centro,suburbana,55457,57.0,F,Casado/a,2,Premium,Gama media,1704.0,14.0,0
C004665,Z18,Sur,urbana_premium,56342,27.0,F,Casado/a,2,Premium,Gama alta,4453.0,24.0,1
C004666,Z14,Norte,rural,13074,43.0,M,Casado/a,1,Prepago,Gama baja,1436.0,31.0,0
C004667,Z26,Oeste,urbana_premium,107159,35.0,M,Soltero/a,3,Premium,Gama alta,5431.0,74.0,1
